transaction_name,transaction_name_url,organization_name,organization_name_url,funding_type,money_raised,money_raised_currency,money_raised_usd,announced_date,funding_stage,pre_money_valuation,pre_money_valuation_currency,pre_money_valuation_usd,equity_only_funding,sentiment,total_funding_amount,total_funding_amount_currency,total_funding_amount_usd,number_of_funding_rounds,lead_investors,investor_names,number_of_investors,number_of_partner_investors,organization_website
Venture Round - Syndicate,https://www.crunchbase.com/funding_round/syndicate-a949-series-unknown--33d109d8,Syndicate,https://www.crunchbase.com/organization/syndicate-a949,Venture - Series Unknown,6000000,USD,6000000,2022-03-25,,,,,Yes,,27800000,USD,27800000,4,,"Andreessen Horowitz, Atacama Ventures, Carta, Circle Ventures, CoinList, Electric Ant, FalconX, OpenSea, Outliers Fund, Polygon, South Park Commons, Ulu Ventures, United Talent Agency",13,1,https://syndicate.io/
Pre Seed Round - PiKNiK & Company,https://www.crunchbase.com/funding_round/piknik-company-pre-seed--c8b1a8e8,PiKNiK & Company,https://www.crunchbase.com/organization/piknik-company,Pre-Seed,4300000,USD,4300000,2021-09-21,Seed,,,,Yes,,10280000,USD,10280000,3,,Shima Capital,1,1,https://www.piknik.com
Pre Seed Round - Exabits AI,https://www.crunchbase.com/funding_round/exabits-ai-pre-seed--f319e169,Exabits AI,https://www.crunchbase.com/organization/exabits-ai,Pre-Seed,50000,USD,50000,2023-01-23,Seed,,,,Yes,,15050000,USD,15050000,2,,"1nvest, Big Brain Holdings, Blockchain Builders Fund, Fortified Ventures, IoTeX, Jabre Capital, LBANK Labs, Moonhill Capital, Outlier Ventures, Paramita Capital Management, Plassa Capital, Protocol Labs, Public Works, Taisu Ventures, Valkyrie Fund",15,1,https://exabits.ai
Venture Round - Mask Network,https://www.crunchbase.com/funding_round/dimension-293e-series-unknown--8bc6e403,Mask Network,https://www.crunchbase.com/organization/dimension-293e,Venture - Series Unknown,3000000,USD,3000000,2021-02-17,,,,,Yes,,53850000,USD,53850000,11,,"Animoca Brands, Digital Currency Group, Erik Trautman, Fundamental Labs, LongLing Capital",5,1,https://mask.io
Convertible Note - PiKNiK & Company,https://www.crunchbase.com/funding_round/piknik-company-convertible-note--55012ed8,PiKNiK & Company,https://www.crunchbase.com/organization/piknik-company,Convertible Note,1000000,USD,1000000,2021-07-14,,,,,No,,10280000,USD,10280000,3,,,,,https://www.piknik.com
Pre Seed Round - Zama,https://www.crunchbase.com/funding_round/zama-aa23-pre-seed--e8fdca6b,Zama,https://www.crunchbase.com/organization/zama-aa23,Pre-Seed,1100000,USD,1100000,2020-04-01,Seed,,,,Yes,,139272392,USD,139272392,5,,"Lunar Ventures, Plug and Play",2,,https://zama.ai
Angel Round - QuickNode,https://www.crunchbase.com/funding_round/quiknode-angel--cb2397a0,QuickNode,https://www.crunchbase.com/organization/quiknode,Angel,250000,USD,250000,2018-09-11,Seed,,,,Yes,,101900000,USD,101900000,9,,,,,https://www.quicknode.com
Pre Seed Round - Dumme,https://www.crunchbase.com/funding_round/dumme-pre-seed--939efd70,Dumme,https://www.crunchbase.com/organization/dumme,Pre-Seed,,,,2022-03-22,Seed,,,,Yes,,3400000,USD,3400000,2,,Y Combinator,1,,https://dumme.com
Venture Round - double jump.tokyo,https://www.crunchbase.com/funding_round/doublejump-tokyo-series-unknown--51d30123,double jump.tokyo,https://www.crunchbase.com/organization/doublejump-tokyo,Venture - Series Unknown,664381,USD,664381,2022-06-06,,,,,Yes,,36267354,USD,36267354,6,,,,,https://www.doublejump.tokyo/
Pre Seed Round - Mint Gate,https://www.crunchbase.com/funding_round/mint-gate-pre-seed--3b65468a,Mint Gate,https://www.crunchbase.com/organization/mint-gate,Pre-Seed,,,,2020-11-06,Seed,,,,Yes,,,,,2,,ConsenSys Mesh,1,,https://www.mintgate.io/
Pre Seed Round - Āut Labs,https://www.crunchbase.com/funding_round/aut-protocol-pre-seed--0282c461,Āut Labs,https://www.crunchbase.com/organization/aut-protocol,Pre-Seed,,,,2021-08-10,Seed,,,,Yes,,1650000,USD,1650000,2,,ConsenSys Mesh,1,,https://aut.gg/
Grant - Kindred,https://www.crunchbase.com/funding_round/metapals-grant--42b55070,Kindred,https://www.crunchbase.com/organization/metapals,Grant,112000,USD,112000,2022-01-21,,,,,No,,1207000,USD,1207000,4,,,,,https://www.kindredlabs.ai/
Pre Seed Round - Secured Finance,https://www.crunchbase.com/funding_round/secured-finance-pre-seed--f4a37193,Secured Finance,https://www.crunchbase.com/organization/secured-finance,Pre-Seed,,,,2021-02-20,Seed,,,,Yes,,8080000,USD,8080000,3,,ConsenSys Mesh,1,,https://secured.finance/
Angel Round - QuickNode,https://www.crunchbase.com/funding_round/quiknode-angel--0704d1a0,QuickNode,https://www.crunchbase.com/organization/quiknode,Angel,250000,USD,250000,2019-04-11,Seed,,,,Yes,,101900000,USD,101900000,9,,,,,https://www.quicknode.com
Seed Round - OP Games,https://www.crunchbase.com/funding_round/op-games-seed--b08e47a8,OP Games,https://www.crunchbase.com/organization/op-games,Seed,,,,2020-01-01,Seed,,,,Yes,,10600000,USD,10600000,3,,Momentum 6,1,,https://www.opgames.org/
Pre Seed Round - MeMusic,https://www.crunchbase.com/funding_round/memusic-pre-seed--4cc2630c,MeMusic,https://www.crunchbase.com/organization/memusic,Pre-Seed,50000,USD,50000,2021-09-01,Seed,,,,Yes,,1150000,USD,1150000,2,,Outlier Ventures,1,,https://memusic.io/
Venture Round - Golden,https://www.crunchbase.com/funding_round/golden-2cb6-series-unknown--e92935ae,Golden,https://www.crunchbase.com/organization/golden-2cb6,Venture - Series Unknown,,,,2020-01-24,,,,,Yes,,59500000,USD,59500000,5,,Bossa Invest,1,,https://golden.com
Seed Round - Anytype,https://www.crunchbase.com/funding_round/anytype-seed--7a3454a1,Anytype,https://www.crunchbase.com/organization/anytype,Seed,,,,2020-11-19,Seed,,,,Yes,,14684858,USD,14684858,6,,,,,https://anytype.io
Secondary Market - Hex Trust,https://www.crunchbase.com/funding_round/hex-trust-secondary-market--c6bbde9e,Hex Trust,https://www.crunchbase.com/organization/hex-trust,Secondary Market,27000000,USD,27000000,2022-03-15,,,,,No,,131000000,USD,131000000,7,,,,,https://www.hextrust.com
Pre Seed Round - Talent Protocol,https://www.crunchbase.com/funding_round/talent-protocol-pre-seed--2eecc47d,Talent Protocol,https://www.crunchbase.com/organization/talent-protocol,Pre-Seed,350000,USD,350000,2020-08-31,Seed,,,,Yes,,1650000,USD,1650000,2,,,,,https://www.talentprotocol.com/
Seed Round - Fleek,https://www.crunchbase.com/funding_round/fleek-2537-seed--aab74903,Fleek,https://www.crunchbase.com/organization/fleek-2537,Seed,,,,2020-05-01,Seed,,,,Yes,,25000000,USD,25000000,4,,Digital Currency Group,1,,https://fleek.xyz/
Venture Round - double jump.tokyo,https://www.crunchbase.com/funding_round/doublejump-tokyo-series-unknown--d4f5c5b4,double jump.tokyo,https://www.crunchbase.com/organization/doublejump-tokyo,Venture - Series Unknown,,,,2021-09-03,,,,,Yes,,36267354,USD,36267354,6,,"BANDAI NAMCO Entertainment (021 Fund), BitFlyer, Z Venture Capital",3,1,https://www.doublejump.tokyo/
Seed Round - Rarify Labs,https://www.crunchbase.com/funding_round/rarify-labs-seed--9cb66244,Rarify Labs,https://www.crunchbase.com/organization/rarify-labs,Seed,2000000,USD,2000000,2022-03-03,Seed,,,,Yes,,12000000,USD,12000000,2,,"Eniac Ventures, Greycroft, Pareto Ventures, Protocol Labs, Scott Belsky",5,,https://www.rarifylabs.com/
Pre Seed Round - Cryptio,https://www.crunchbase.com/funding_round/cryptio-pre-seed--57cffa76,Cryptio,https://www.crunchbase.com/organization/cryptio,Pre-Seed,25000,USD,25000,2020-06-01,Seed,,,,Yes,,26225000,USD,26225000,5,,Outlier Ventures,1,,https://cryptio.co
Grant - Numbers Protocol,https://www.crunchbase.com/funding_round/numbers-protocol-grant--67ca0e93,Numbers Protocol,https://www.crunchbase.com/organization/numbers-protocol,Grant,20000,USD,20000,2021-02-02,,,,,No,,6470000,USD,6470000,12,,LongHash Ventures,1,,https://numbersprotocol.io
Pre Seed Round - buildspace,https://www.crunchbase.com/funding_round/buildspace-pre-seed--84e30cea,buildspace,https://www.crunchbase.com/organization/buildspace,Pre-Seed,,,,2022-01-02,Seed,,,,Yes,,10000000,USD,10000000,3,,Orange DAO,1,,https://buildspace.so/
Seed Round - Hex Trust,https://www.crunchbase.com/funding_round/hex-trust-seed--64437031,Hex Trust,https://www.crunchbase.com/organization/hex-trust,Seed,,,,2020-08-14,Seed,,,,Yes,,131000000,USD,131000000,7,,Kenetic,1,,https://www.hextrust.com
Pre Seed Round - Numbers Protocol,https://www.crunchbase.com/funding_round/numbers-protocol-pre-seed--4b88caaf,Numbers Protocol,https://www.crunchbase.com/organization/numbers-protocol,Pre-Seed,,,,2020-01-23,Seed,,,,Yes,,6470000,USD,6470000,12,,Binance,1,,https://numbersprotocol.io
Angel Round - Toku,https://www.crunchbase.com/funding_round/workdao-angel--d387af4a,Toku,https://www.crunchbase.com/organization/workdao,Angel,50000,USD,50000,2020-12-31,Seed,,,,Yes,,20312500,USD,20312500,5,,Kortschak Investments L.P.,1,1,https://www.toku.com
Seed Round - Cubist,https://www.crunchbase.com/funding_round/cubist-seed--8dac49e1,Cubist,https://www.crunchbase.com/organization/cubist,Seed,,,,2022-08-15,Seed,,,,Yes,,7000000,USD,7000000,2,,Nicholas Chirls,1,,https://cubist.dev
Seed Round - Swan Chain,https://www.crunchbase.com/funding_round/filswan-seed--951d2433,Swan Chain,https://www.crunchbase.com/organization/filswan,Seed,,,,2021-06-01,Seed,,,,Yes,,4200000,USD,4200000,4,,"FBG Capital, LD Capital, Waterdrip Capital",3,,https://filswan.com/
Corporate Round - Numbers Protocol,https://www.crunchbase.com/funding_round/numbers-protocol-corporate-round--bac5ba6b,Numbers Protocol,https://www.crunchbase.com/organization/numbers-protocol,Corporate Round,250000,USD,250000,2021-05-17,,,,,Yes,,6470000,USD,6470000,12,,"Definitive Capital, Protocol Labs",2,,https://numbersprotocol.io
Pre Seed Round - Jupe,https://www.crunchbase.com/funding_round/jupe-pre-seed--6e15d7ea,Jupe,https://www.crunchbase.com/organization/jupe,Pre-Seed,3000000,USD,3000000,2021-08-01,Seed,,,,Yes,,15600000,USD,15600000,5,,Y Combinator,1,,http://www.jupe.com
Pre Seed Round - Metropolis World Ltd,https://www.crunchbase.com/funding_round/metropolis-world-ltd-pre-seed--c5482246,Metropolis World Ltd,https://www.crunchbase.com/organization/metropolis-world-ltd,Pre-Seed,100000,USD,100000,2022-04-22,Seed,,,,Yes,,1300000,USD,1300000,3,,Outlier Ventures,1,,https://metropolisworld.io
Angel Round - Toku,https://www.crunchbase.com/funding_round/workdao-angel--53aa0c15,Toku,https://www.crunchbase.com/organization/workdao,Angel,262500,USD,262500,2021-05-13,Seed,,,,Yes,,20312500,USD,20312500,5,,Kortschak Investments L.P.,1,1,https://www.toku.com
Initial Coin Offering - Numbers Protocol,https://www.crunchbase.com/funding_round/numbers-protocol-initial-coin-offering--f692324b,Numbers Protocol,https://www.crunchbase.com/organization/numbers-protocol,Initial Coin Offering,5000000,USD,5000000,2021-10-21,,,,,Yes,,6470000,USD,6470000,12,,,,,https://numbersprotocol.io
Pre Seed Round - Jupe,https://www.crunchbase.com/funding_round/jupe-pre-seed--2f522ad1,Jupe,https://www.crunchbase.com/organization/jupe,Pre-Seed,2000000,USD,2000000,2020-01-01,Seed,,,,Yes,,15600000,USD,15600000,5,,,,,http://www.jupe.com
Seed Round - Lava Network,https://www.crunchbase.com/funding_round/lava-network-seed--3341a921,Lava Network,https://www.crunchbase.com/organization/lava-network,Seed,,,,2022-12-25,Seed,,,,Yes,,27000000,USD,27000000,4,,,,,https://www.lavanet.xyz
Pre Seed Round - Powerloom Protocol,https://www.crunchbase.com/funding_round/powerloom-pre-seed--c9eb7d46,Powerloom Protocol,https://www.crunchbase.com/organization/powerloom,Pre-Seed,,,,2020-10-12,Seed,,,,Yes,,3100000,USD,3100000,2,,ConsenSys Mesh,1,,https://powerloom.io
Grant - Mintflick,https://www.crunchbase.com/funding_round/mintflick-grant--fd5a8e8e,Mintflick,https://www.crunchbase.com/organization/mintflick,Grant,5000,USD,5000,2022-01-15,,,,,No,,32500,USD,32500,3,,Protocol Labs,1,,https://mintflick.app
Series A - QuickNode,https://www.crunchbase.com/funding_round/quiknode-series-a--bfbac4e7,QuickNode,https://www.crunchbase.com/organization/quiknode,Series A,1100000,USD,1100000,2022-05-01,Early Stage Venture,,,,Yes,,101900000,USD,101900000,9,,The Garage Syndicate,1,,https://www.quicknode.com
Pre Seed Round - Joyn,https://www.crunchbase.com/funding_round/joyn-7ada-pre-seed--50cb1e55,Joyn,https://www.crunchbase.com/organization/joyn-7ada,Pre-Seed,,,,2021-08-13,Seed,,,,Yes,,3500000,USD,3500000,2,,ConsenSys Mesh,1,,https://www.joyn.xyz/
Seed Round - CyberConnect,https://www.crunchbase.com/funding_round/cyberconnect-seed--9142ce3f,CyberConnect,https://www.crunchbase.com/organization/cyberconnect,Seed,,,,2022-01-01,Seed,,,,Yes,,25000000,USD,25000000,3,,Spice Capital,1,,https://cyberconnect.me/
Seed Round - Fabric Cryptography,https://www.crunchbase.com/funding_round/fabric-cryptography-seed--b0e03cd5,Fabric Cryptography,https://www.crunchbase.com/organization/fabric-cryptography,Seed,6000000,USD,6000000,2023-01-01,Seed,,,,Yes,,39000000,USD,39000000,2,,"Inflection.xyz, Liquid 2 Ventures",2,,https://www.fabriccryptography.com/
Seed Round - Anytype,https://www.crunchbase.com/funding_round/anytype-seed--9f83df5b,Anytype,https://www.crunchbase.com/organization/anytype,Seed,,,,2020-02-21,Seed,,,,Yes,,14684858,USD,14684858,6,,,,,https://anytype.io
Non Equity Assistance - Numbers Protocol,https://www.crunchbase.com/funding_round/numbers-protocol-non-equity-assistance--972a9495,Numbers Protocol,https://www.crunchbase.com/organization/numbers-protocol,Non-equity Assistance,,,,2021-12-01,,,,,No,,6470000,USD,6470000,12,,AppWorks,1,,https://numbersprotocol.io
Seed Round - Hex Trust,https://www.crunchbase.com/funding_round/hex-trust-seed--1c858761,Hex Trust,https://www.crunchbase.com/organization/hex-trust,Seed,,,,2019-04-05,Seed,,,,Yes,,131000000,USD,131000000,7,,Boost Heroes,1,,https://www.hextrust.com
Seed Round - Decrypt,https://www.crunchbase.com/funding_round/decrypt-seed--fd3f1ff5,Decrypt,https://www.crunchbase.com/organization/decrypt,Seed,,,,2020-02-25,Seed,,,,Yes,,10000000,USD,10000000,2,,ConsenSys Mesh,1,,https://decrypt.co
Funding Round - Functionland,https://www.crunchbase.com/funding_round/functionland-undisclosed--3e9445aa,Functionland,https://www.crunchbase.com/organization/functionland,Funding Round,1000000,USD,1000000,2021-12-06,,20000000,USD,20000000,Yes,,2235000,USD,2235000,4,,,,,https://fx.land/
Seed Round - Exorde Labs,https://www.crunchbase.com/funding_round/exorde-labs-seed--b112617e,Exorde Labs,https://www.crunchbase.com/organization/exorde-labs,Seed,1200000,USD,1200000,2021-12-01,Seed,,,,Yes,,2500000,USD,2500000,3,,"BlackDragon, Insignius Capital, Outlier Ventures, Palar Capital, Protocol Labs, Vespertine Capital",6,,https://exorde.network/
Pre Seed Round - Lit Protocol,https://www.crunchbase.com/funding_round/lit-protocol-pre-seed--323e59dc,Lit Protocol,https://www.crunchbase.com/organization/lit-protocol,Pre-Seed,,,,2020-06-24,Seed,,,,Yes,,15200000,USD,15200000,3,,Village Global,1,,https://litprotocol.com/
Pre Seed Round - WeatherXM,https://www.crunchbase.com/funding_round/weatherxm-b41a-pre-seed--19b50bd0,WeatherXM,https://www.crunchbase.com/organization/weatherxm-b41a,Pre-Seed,,,,2021-10-25,Seed,,,,Yes,,12700000,USD,12700000,3,,ConsenSys Mesh,1,,https://www.weatherxm.com
Pre Seed Round - Hedgey Finance,https://www.crunchbase.com/funding_round/hedgey-finance-pre-seed--bf30db1a,Hedgey Finance,https://www.crunchbase.com/organization/hedgey-finance,Pre-Seed,,,,2021-11-16,Seed,,,,Yes,,,,,2,,ConsenSys Mesh,1,,https://hedgey.finance/
Angel Round - Numbers Protocol,https://www.crunchbase.com/funding_round/numbers-protocol-angel--c78bd6af,Numbers Protocol,https://www.crunchbase.com/organization/numbers-protocol,Angel,100000,USD,100000,2019-10-31,Seed,,,,Yes,,6470000,USD,6470000,12,,,,,https://numbersprotocol.io
Seed Round - Zama,https://www.crunchbase.com/funding_round/zama-aa23-seed--94a4e886,Zama,https://www.crunchbase.com/organization/zama-aa23,Seed,7800000,USD,7800000,2021-06-15,Seed,,,,Yes,,139272392,USD,139272392,5,,"Lunar Ventures, Metaplanet, Vsquared Ventures",3,,https://zama.ai
Pre Seed Round - Lumino,https://www.crunchbase.com/funding_round/lumino-dd92-pre-seed--b2b7e3c8,Lumino,https://www.crunchbase.com/organization/lumino-dd92,Pre-Seed,,,,2023-07-11,Seed,,,,Yes,,2800000,USD,2800000,2,,Orange DAO,1,,https://www.luminolabs.ai
Venture Round - Mask Network,https://www.crunchbase.com/funding_round/dimension-293e-series-unknown--61c140c8,Mask Network,https://www.crunchbase.com/organization/dimension-293e,Venture - Series Unknown,42000000,USD,42000000,2021-02-28,,,,,Yes,,53850000,USD,53850000,11,,,,,https://mask.io
Seed Round - Monaverse,https://www.crunchbase.com/funding_round/mona-gallery-inc-seed--ca1bb153,Monaverse,https://www.crunchbase.com/organization/mona-gallery-inc,Seed,2000000,USD,2000000,2021-10-01,Seed,,,,Yes,,16600000,USD,16600000,2,,,,,http://monaverse.com
Secondary Market - Celestia,https://www.crunchbase.com/funding_round/lazyledger-secondary-market--8f8b364f,Celestia,https://www.crunchbase.com/organization/lazyledger,Secondary Market,,,,2023-08-01,,,,,No,,156500000,USD,156500000,6,,Coinvestor Ventures,1,,https://celestia.org
Seed Round - Jupe,https://www.crunchbase.com/funding_round/jupe-seed--bb3f85dc,Jupe,https://www.crunchbase.com/organization/jupe,Seed,,,,2023-04-01,Seed,,,,Yes,,15600000,USD,15600000,5,,Sahin Boydas,1,,http://www.jupe.com
Series A - Anytype,https://www.crunchbase.com/funding_round/anytype-series-a--70b61817,Anytype,https://www.crunchbase.com/organization/anytype,Series A,,,,2022-08-23,Early Stage Venture,,,,Yes,,14684858,USD,14684858,6,,,,,https://anytype.io
Venture Round - Element,https://www.crunchbase.com/funding_round/new-vector-im-series-unknown--98a9b417,Element,https://www.crunchbase.com/organization/new-vector-im,Venture - Series Unknown,,,,2020-12-20,,,,,Yes,,46200000,USD,46200000,5,,,,,https://element.io
Pre Seed Round - Spruce,https://www.crunchbase.com/funding_round/spruce-systems-pre-seed--9efc4add,Spruce,https://www.crunchbase.com/organization/spruce-systems,Pre-Seed,125000,USD,125000,2021-03-22,Seed,,,,Yes,,41645000,USD,41645000,4,,Y Combinator,1,,https://www.spruceid.com
Seed Round - Fleek,https://www.crunchbase.com/funding_round/fleek-2537-seed--d0bd7db1,Fleek,https://www.crunchbase.com/organization/fleek-2537,Seed,,,,2018-10-01,Seed,,,,Yes,,25000000,USD,25000000,4,,Coinbase Ventures,1,,https://fleek.xyz/
